"sample","PC1","PC2","PC3","PC4","PC5","PC6"
"GSM776094",-1.50277355227826,-0.604102235773893,2.28809331673328,0.978101076300646,0.512330253663352,-0.175900421059372
"GSM776095",2.94899881838271,1.37444156608227,-0.157986009833875,-0.407990760199237,-0.119358415298156,0.108318583723988
"GSM776096",0.398665751543511,0.869597806233121,-0.310121387969127,-0.765230546594558,0.00437877820004006,-0.0682170833743473
"GSM776097",0.0518950054757946,1.23771519513968,-0.783298387705356,1.04051755148784,-0.00258928099973221,0.303737235761645
"GSM776098",0.536206602388742,0.359570076159348,-1.31972565649659,-0.189784411140627,0.0941829657405663,-0.038551046378389
"GSM776099",-0.835303894609701,-0.840335086791336,-0.642528015565474,-0.0625945553773137,-0.360095009796263,0.106322904707449
"GSM776100",1.0595383846757,-1.89641525169895,0.877772307099735,-0.395310277679067,0.162192850815023,0.168540126240472
"GSM776101",-1.09354729830136,0.262351087934438,-1.1502691954902,0.828158517603112,-0.295637948307877,-0.175850152060263
"GSM776102",-0.574794616512329,1.30983441333531,-1.86957692693465,-0.546070846502693,1.13556637866528,-0.154057085431407
"GSM776103",0.311705004368984,-0.152179054777866,-1.1031404541146,0.172186469963983,0.142214696248264,-0.146688881302054
"GSM776104",-0.805436530996528,0.269365852683738,0.490998760206517,1.28047288404883,-0.0821450147952247,0.250043005601506
"GSM776105",1.17029540421437,2.0802523018981,0.590029641955673,-0.240492280784454,-0.463150592999348,-0.108823165227695
"GSM776106",2.06873632071531,0.165332263267914,-0.543117196215822,-0.25710395615461,-0.067922538885808,-0.0167623346475876
"GSM776107",1.57513005488238,-0.449358874424486,0.162884044270815,-0.371864511106861,-0.178203683941415,-0.260854104113626
"GSM776108",-0.72119705397957,-1.1594343100816,1.03436677981725,-0.630222854852224,0.497577231587099,0.103440856833122
"GSM776109",-0.246253781117415,-0.776718597661102,0.510498538383069,1.1055911194111,-0.0068203129958703,-0.81569218307256
"GSM776110",-0.199358097712956,-1.4222639965053,1.41087969835472,0.641981148930189,0.445926931017061,0.077752725471826
"GSM776111",1.48094013595068,0.235506831532847,-0.73657700423303,0.0861513842896997,-0.660319036936395,-0.311954542336008
"GSM776112",0.0395687993852224,0.864223495467744,1.49303688584424,0.86782704478479,0.0923081054057053,-0.289179953552621
"GSM776113",0.679926471648963,-0.405922537669393,-0.277571521091841,-0.838700059126365,-0.39699396602437,-0.105448813331999
